time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-24T01:11:37.500Z,36.3711,-97.125,6.683,3.8,mwr,,31,,1.59,us,us2000atrn,2017-12-22T21:56:19.040Z,"17km ENE of Perry, Oklahoma",earthquake,1.2,5,0.037,72,reviewed,tul,us
2017-09-22T21:07:46.200Z,36.3757,-97.7217,5.092,2.6,ml,,30,,0.29,us,us2000atdb,2017-12-19T01:54:12.040Z,"14km E of Enid, Oklahoma",earthquake,0.7,5.6,,,reviewed,tul,tul
2017-09-22T15:17:40.700Z,36.6992,-98.4303,6.78,2.9,ml,,80,,0.23,us,us2000at3w,2017-12-19T01:54:12.040Z,"8km SW of Cherokee, Oklahoma",earthquake,2,7.5,,,reviewed,tul,tul
2017-09-22T04:08:47.900Z,35.8653,-96.6834,6.148,2.7,mwr,,42,,0.36,us,us2000aszh,2017-12-19T01:54:11.040Z,"13km N of Stroud, Oklahoma",earthquake,1.4,3,,7,reviewed,tul,slm
2017-09-21T23:23:38.800Z,36.2915,-97.5127,7.461,2.7,ml,,27,,0.48,us,us2000asx4,2017-12-19T01:54:11.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2017-09-21T20:24:47.250Z,37.2042,-97.8883,6.25,2.5,ml,,71,0.05,0.24,us,us2000astg,2017-12-19T01:54:10.040Z,"13km ENE of Anthony, Kansas",earthquake,1.3,1.8,0.134,18,reviewed,ismp,ismp
2017-09-21T03:06:29.600Z,35.0368,-97.6145,5.498,2.5,ml,,42,,0.6,us,us2000asac,2017-12-19T01:54:09.040Z,"11km SSE of Blanchard, Oklahoma",earthquake,1.9,4.4,,,reviewed,tul,tul
2017-09-20T23:54:54.600Z,36.5328,-98.971,5,2.8,ml,,78,,0.2,us,us2000as7q,2017-12-19T01:54:09.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.7,4.8,,,reviewed,tul,tul
2017-09-20T19:56:01.300Z,36.6187,-98.0579,5.828,2.5,ml,,47,,0.25,us,us2000as1w,2017-12-19T01:54:08.040Z,"20km ENE of Helena, Oklahoma",earthquake,1.4,6.6,,,reviewed,tul,tul
2017-09-20T06:02:18.600Z,35.5634,-96.7377,5,3,ml,,30,,0.26,us,us2000arhc,2017-12-19T01:54:07.040Z,"9km NNW of Prague, Oklahoma",earthquake,1.7,6.4,,,reviewed,tul,tul
2017-09-20T00:37:00.700Z,36.457,-98.7971,5.777,2.5,ml,,38,,0.42,us,us2000are1,2017-12-19T01:54:07.040Z,"35km NW of Fairview, Oklahoma",earthquake,1.3,2.1,,,reviewed,tul,tul
2017-09-19T23:45:36.500Z,36.4519,-98.8008,6.233,2.5,ml,,46,,0.38,us,us2000ass3,2017-12-19T01:54:07.040Z,"35km NW of Fairview, Oklahoma",earthquake,1.5,2.5,,,reviewed,tul,tul
2017-09-19T23:18:21.700Z,36.9623,-97.9891,5.329,2.6,ml,,86,,0.16,us,us2000arck,2017-12-19T01:54:07.040Z,"21km S of Anthony, Kansas",earthquake,0.9,1.8,,,reviewed,tul,tul
2017-09-19T22:21:38.100Z,36.4583,-98.7977,6.167,3.4,ml,,38,,0.33,us,us2000aray,2017-12-19T01:54:07.040Z,"35km NW of Fairview, Oklahoma",earthquake,2.1,6,,,reviewed,tul,tul
2017-09-19T22:17:53.700Z,36.4573,-98.7991,5.377,3.1,ml,,38,,0.23,us,us2000arar,2017-12-19T01:54:07.040Z,"35km NW of Fairview, Oklahoma",earthquake,1.8,6,,,reviewed,tul,tul
2017-09-19T15:42:35.500Z,36.2895,-97.5102,7.514,2.5,ml,,25,,0.19,us,us2000aqsj,2017-12-19T01:54:06.040Z,"19km W of Perry, Oklahoma",earthquake,1.2,1.9,,,reviewed,tul,tul
2017-09-19T15:26:56.200Z,36.4516,-98.7965,6.125,2.5,ml,,103,,0.23,us,us2000aqwu,2017-12-19T01:54:05.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.1,3.9,,,reviewed,tul,tul
2017-09-19T09:43:49.500Z,35.9907,-96.799,5.628,3.3,ml,,54,,0.29,us,us2000aqkv,2017-12-19T01:54:05.040Z,"2km WNW of Cushing, Oklahoma",earthquake,1,1.3,,,reviewed,tul,tul
2017-09-18T07:55:57.800Z,35.7913,-96.979,7.23,2.5,ml,,30,,0.23,us,us2000apsu,2017-12-19T01:54:03.040Z,"13km NW of Chandler, Oklahoma",earthquake,1.2,3.8,,,reviewed,tul,tul
2017-09-17T18:53:00.700Z,35.7926,-96.9842,6.254,3.5,ml,,27,,0.2,us,us2000apk4,2017-12-19T01:54:02.040Z,"13km NW of Chandler, Oklahoma",earthquake,1.5,6.8,,,reviewed,tul,tul
2017-09-16T23:26:58.400Z,35.8609,-96.6861,6.664,3.8,mwr,,72,,0.25,us,us2000apbv,2017-12-13T02:29:47.040Z,"12km NNW of Stroud, Oklahoma",earthquake,3.2,6.7,0.049,40,reviewed,tul,us
2017-09-15T22:10:31.240Z,37.279,-97.9688,4.85,2.8,ml,,139,0.03,0.38,us,us2000antx,2017-12-13T02:29:45.040Z,"5km E of Harper, Kansas",earthquake,1.8,2.2,0.158,18,reviewed,ismp,ismp
2017-09-15T13:04:52.500Z,37.2798,-97.9665,4.9,3,ml,,143,0.031,0.25,us,us2000an8y,2017-12-13T02:29:45.040Z,"5km E of Harper, Kansas",earthquake,1,1.6,0.145,18,reviewed,ismp,ismp
2017-09-15T11:13:32.900Z,36.442,-98.7926,7.816,2.7,ml,,37,,0.25,us,us2000anbb,2017-12-13T02:29:45.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.9,3.3,,,reviewed,tul,tul
2017-09-14T21:13:09.540Z,37.3473,-98.1403,5,2.8,mb_lg,,122,0.123,0.23,us,us2000amub,2017-12-13T02:29:44.040Z,"12km WNW of Harper, Kansas",earthquake,1.7,1.9,0.069,54,reviewed,us,us
2017-09-14T19:10:48.700Z,36.291,-97.5125,7.742,3.4,ml,,25,,0.13,us,us2000amnb,2017-12-13T02:29:44.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,1.8,,,reviewed,tul,tul
2017-09-14T05:49:37.800Z,36.7402,-98.3656,7.992,3,ml,,87,,0.14,us,us2000am61,2017-12-13T02:29:43.040Z,"1km SSW of Cherokee, Oklahoma",earthquake,1.1,4.9,,,reviewed,tul,tul
2017-09-14T04:14:41.080Z,37.2788,-97.9675,4.96,3.4,ml,,138,0.031,1.17,us,us2000am4b,2017-12-13T02:29:42.040Z,"5km E of Harper, Kansas",earthquake,2.8,6,0.11,17,reviewed,ismp,ismp
2017-09-14T03:40:29.600Z,36.2876,-97.5079,7.302,3.3,ml,,25,,0.28,us,us2000am3s,2017-12-13T02:29:42.040Z,"19km W of Perry, Oklahoma",earthquake,2.1,7.6,,,reviewed,tul,tul
2017-09-12T20:10:25.500Z,36.7404,-98.368,7.519,3,ml,,87,,0.25,us,us2000al1n,2017-12-13T02:29:41.040Z,"1km SSW of Cherokee, Oklahoma",earthquake,1.2,2.9,,,reviewed,tul,tul
2017-09-12T13:12:11.200Z,36.2062,-98.9201,6.163,2.9,ml,,77,,0.23,us,us2000akri,2017-12-13T02:29:40.040Z,"19km NNE of Taloga, Oklahoma",earthquake,3.2,7.2,,,reviewed,tul,tul
2017-09-11T07:17:33.000Z,35.5608,-96.737,6.151,2.5,ml,,96,,0.53,us,us2000ajw3,2017-12-13T02:29:37.040Z,"9km NNW of Prague, Oklahoma",earthquake,1.3,4,,,reviewed,tul,tul
2017-09-11T03:27:05.300Z,35.5637,-96.7392,5,3.6,mwr,,64,,0.56,us,us2000ajtf,2017-12-13T02:29:37.040Z,"9km NNW of Prague, Oklahoma",earthquake,2,4.4,0.062,25,reviewed,tul,us
2017-09-10T19:44:27.200Z,36.1361,-97.6178,5.301,2.7,ml,,24,,0.15,us,us2000ajlc,2017-12-13T02:29:35.040Z,"20km N of Crescent, Oklahoma",earthquake,1.1,3.4,,,reviewed,tul,tul
2017-09-10T18:28:44.900Z,35.6624,-97.18,4.633,2.5,ml,,45,,0.33,us,us2000ajjp,2017-12-13T02:29:35.040Z,"1km E of Luther, Oklahoma",earthquake,1.1,4.4,,,reviewed,tul,tul
2017-09-10T15:43:32.500Z,35.9926,-96.7958,4.398,2.5,ml,,55,,0.26,us,us2000ajhi,2017-12-13T02:29:35.040Z,"2km WNW of Cushing, Oklahoma",earthquake,1.4,1.9,,,reviewed,tul,tul
2017-09-10T15:19:15.330Z,37.3283,-97.7823,5.9,2.5,ml,,199,0.101,0.27,us,us2000ajgy,2017-12-13T02:29:35.040Z,"14km WSW of Conway Springs, Kansas",earthquake,1.2,2.8,0.14,18,reviewed,ismp,ismp
2017-09-10T09:50:07.800Z,36.5378,-98.9657,5.921,2.7,ml,,84,,0.63,us,us2000ak98,2017-12-13T02:29:33.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,3,5.5,,,reviewed,tul,tul
2017-09-10T07:13:56.400Z,35.9918,-96.804,5.961,3.3,ml,,87,,0.19,us,us2000aj7m,2017-12-13T02:29:33.040Z,"3km WNW of Cushing, Oklahoma",earthquake,0.9,1,,,reviewed,tul,tul
2017-09-10T05:22:52.500Z,36.6964,-97.6874,8,2.8,ml,,49,,0.13,us,us2000aj6q,2017-12-13T02:29:33.040Z,"12km SSE of Medford, Oklahoma",earthquake,0.7,10.1,,,reviewed,tul,tul
2017-09-09T22:19:40.700Z,36.95,-99.3253,2.161,2.6,ml,,241,,0.47,us,us2000aj2g,2017-12-07T20:00:28.040Z,"30km ENE of Buffalo, Oklahoma",earthquake,2.2,5.2,,,reviewed,tul,tul
2017-09-09T20:49:18.400Z,35.9883,-96.8073,6.228,2.8,ml,,59,,0.18,us,us2000aksk,2017-12-07T20:00:28.040Z,"3km W of Cushing, Oklahoma",earthquake,0.9,1.5,,,reviewed,tul,tul
2017-09-09T20:47:50.700Z,35.9914,-96.8015,5.85,3.1,ml,,60,,0.34,us,us2000aj13,2017-12-15T14:46:13.361Z,"3km WNW of Cushing, Oklahoma",earthquake,3.1,5.2,,,reviewed,tul,tul
2017-09-09T20:37:09.400Z,36.2908,-97.5041,8.103,2.8,ml,,32,,0.28,us,us2000aj0w,2017-12-07T20:00:27.040Z,"19km W of Perry, Oklahoma",earthquake,1,7.2,,,reviewed,tul,tul
2017-09-09T11:34:55.100Z,36.641,-97.7026,8.008,3,ml,,47,,0.2,us,us2000ait3,2017-12-07T20:00:26.040Z,"18km S of Medford, Oklahoma",earthquake,0.7,8.5,,,reviewed,tul,tul
2017-09-09T04:47:31.000Z,36.2919,-97.5107,8.117,2.7,ml,,25,,0.35,us,us2000ailg,2017-12-07T20:00:25.040Z,"19km W of Perry, Oklahoma",earthquake,1.2,6.4,,,reviewed,tul,tul
2017-09-08T22:31:42.600Z,36.2848,-97.5076,8.171,2.5,ml,,39,,0.24,us,us2000aif7,2017-12-07T20:00:24.040Z,"19km W of Perry, Oklahoma",earthquake,1,8.5,,,reviewed,tul,tul
2017-09-08T22:28:21.800Z,36.2872,-97.5069,6.887,3,ml,,25,,0.46,us,us2000aif0,2017-12-07T20:00:24.040Z,"19km W of Perry, Oklahoma",earthquake,4.1,6.7,,,reviewed,tul,tul
2017-09-08T05:33:57.100Z,36.5024,-98.4714,6.91,2.5,ml,,37,,0.23,us,us2000ai3y,2017-12-07T20:00:20.040Z,"18km WSW of Helena, Oklahoma",earthquake,2.3,5.7,,,reviewed,tul,tul
2017-09-08T02:26:23.700Z,36.6996,-97.683,6.073,4.3,mwr,,49,,1.24,us,us2000ahub,2018-03-05T00:45:39.067Z,"12km SSE of Medford, Oklahoma",earthquake,1.5,4.1,0.036,75,reviewed,tul,us
2017-09-08T00:23:33.800Z,36.473,-98.1451,5.878,2.5,ml,,35,,0.36,us,us2000ahtu,2017-12-07T20:00:19.040Z,"13km SE of Helena, Oklahoma",earthquake,1.3,4,,,reviewed,tul,tul
2017-09-07T21:53:50.280Z,37.3444,-98.1442,5,2.6,mb_lg,,130,0.125,0.73,us,us2000ahrz,2017-12-07T20:00:19.040Z,"12km WNW of Harper, Kansas",earthquake,1.3,1.6,0.17,9,reviewed,us,us
2017-09-06T21:02:14.000Z,36.4121,-96.8616,5.013,2.7,ml,,35,,0.17,us,us2000ah60,2017-12-07T20:00:17.040Z,"9km NNW of Pawnee, Oklahoma",earthquake,1.3,4.1,,,reviewed,tul,tul
2017-09-06T18:05:46.700Z,36.123,-97.8313,6.92,2.6,ml,,26,,0.25,us,us2000ah14,2017-12-07T20:00:17.040Z,"6km ENE of Hennessey, Oklahoma",earthquake,1.2,2.7,,,reviewed,tul,tul
2017-09-06T15:15:12.700Z,35.6638,-97.177,5.552,2.9,ml,,32,,0.35,us,us2000agwb,2017-12-07T20:00:17.040Z,"1km E of Luther, Oklahoma",earthquake,1,2.9,,,reviewed,tul,tul
2017-09-06T03:20:54.700Z,36.1711,-96.9168,7.233,3.3,ml,,28,,0.33,us,us2000aghy,2017-12-07T20:00:15.040Z,"14km ENE of Stillwater, Oklahoma",earthquake,1,6.1,,,reviewed,tul,tul
2017-09-05T01:32:53.340Z,37.58,-97.77,4.06,2.8,mb_lg,,84,0.305,0.21,us,us2000afst,2017-12-07T20:00:12.040Z,"5km S of Cheney, Kansas",earthquake,2.2,5.6,0.068,56,reviewed,us,us
2017-09-04T23:03:01.300Z,35.6618,-97.183,5.179,3.7,ml,,18,,0.48,us,us2000afpz,2017-12-07T20:00:12.040Z,"1km E of Luther, Oklahoma",earthquake,1.4,6.6,,,reviewed,tul,tul
2017-09-04T09:43:16.100Z,36.6985,-97.6797,8.166,2.7,ml,,53,,0.3,us,us2000afie,2017-12-07T20:00:10.040Z,"12km SSE of Medford, Oklahoma",earthquake,1.3,5,,,reviewed,tul,tul
2017-09-04T02:51:29.000Z,36.4628,-98.7598,7.303,2.9,ml,,31,,0.28,us,us2000afd8,2017-12-07T20:00:09.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.1,4.3,,,reviewed,tul,tul
2017-09-03T22:48:49.400Z,36.4643,-98.7595,6.383,2.8,ml,,40,,0.15,us,us2000afau,2017-12-07T20:00:08.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.1,1.6,,,reviewed,tul,tul
2017-08-31T07:21:16.520Z,37.5587,-97.7708,4.68,3.4,mb_lg,,69,0.284,0.36,us,us2000ade7,2017-11-28T18:33:54.040Z,"7km S of Cheney, Kansas",earthquake,2.9,5.4,0.045,131,reviewed,us,us
2017-08-30T16:22:12.500Z,36.1058,-97.829,4.463,2.7,ml,,26,,0.29,us,us2000ad7d,2017-11-28T18:33:53.040Z,"6km E of Hennessey, Oklahoma",earthquake,1.1,3,,,reviewed,tul,tul
2017-08-30T04:47:01.800Z,34.8384,-96.0059,2.091,2.5,ml,,78,,0.49,us,us2000ad2s,2017-11-28T18:33:52.040Z,"24km WSW of McAlester, Oklahoma",earthquake,1.1,7.8,,,reviewed,tul,tul
2017-08-30T00:43:56.500Z,36.9357,-97.8898,4.726,3,ml,,39,,0.23,us,us2000ad20,2017-11-28T18:33:52.040Z,"19km NW of Medford, Oklahoma",earthquake,0.9,4.1,,,reviewed,tul,tul
2017-08-30T00:43:22.500Z,36.9361,-97.8864,5.255,2.5,ml,,37,,0.31,us,us2000ad1n,2017-11-28T18:33:52.040Z,"19km NW of Medford, Oklahoma",earthquake,1,3.7,,,reviewed,tul,tul
2017-08-29T23:20:08.100Z,36.9662,-99.3752,1.314,2.6,ml,,195,,0.44,us,us2000ad0f,2017-11-28T18:33:52.040Z,"26km ENE of Buffalo, Oklahoma",earthquake,1.6,6.4,,,reviewed,tul,tul
2017-08-29T18:05:08.000Z,36.2305,-99.0571,5.605,2.5,ml,,152,,0.81,us,us2000acwn,2017-11-28T18:33:52.040Z,"22km NNW of Taloga, Oklahoma",earthquake,1.5,3.5,,,reviewed,tul,tul
2017-08-29T17:23:52.000Z,36.6135,-98.4002,5.888,3.5,ml,,44,,0.32,us,us2000acw8,2017-11-28T18:33:52.040Z,"13km WNW of Helena, Oklahoma",earthquake,0.9,4,,,reviewed,tul,tul
2017-08-28T16:16:17.500Z,36.2837,-97.5043,6.583,3.4,ml,,25,,0.13,us,us2000aciv,2017-11-28T18:33:51.040Z,"19km W of Perry, Oklahoma",earthquake,1.1,1.6,,,reviewed,tul,tul
2017-08-28T15:18:00.100Z,35.848,-97.3746,6.174,2.9,ml,,21,,0.17,us,us2000aci1,2017-11-28T18:33:51.040Z,"5km SE of Guthrie, Oklahoma",earthquake,0.7,3.3,,,reviewed,tul,tul
2017-08-27T21:24:42.590Z,35.7871,-98.566,8.47,3.5,mb_lg,,21,0.173,0.58,us,us2000acba,2017-11-28T18:33:50.040Z,"15km WSW of Watonga, Oklahoma",earthquake,1.7,4.7,0.05,106,reviewed,us,us
2017-08-27T17:43:44.500Z,35.7845,-98.5747,4.983,2.8,ml,,63,,0.22,us,us2000ac9x,2017-11-28T18:33:49.040Z,"16km WSW of Watonga, Oklahoma",earthquake,1.5,7,,,reviewed,tul,tul
2017-08-27T15:01:15.740Z,37.2495,-97.565,4.53,3,ml,,118,0.021,0.39,us,us2000ac9f,2017-11-28T18:33:49.040Z,"17km W of Wellington, Kansas",earthquake,1.5,1.5,0.123,18,reviewed,ismp,ismp
2017-08-27T00:22:39.040Z,35.7947,-98.5661,8.65,2.8,mb_lg,,40,0.179,0.24,us,us2000ac62,2017-11-28T18:33:48.040Z,"14km WSW of Watonga, Oklahoma",earthquake,1.8,7.8,0.074,48,reviewed,us,us
2017-08-26T18:33:35.490Z,36.3615,-98.2038,5,2.7,mb_lg,,45,0.228,0.37,us,us2000ac33,2017-11-22T03:43:34.040Z,"21km SSE of Helena, Oklahoma",earthquake,0.4,1.7,0.066,60,reviewed,us,us
2017-08-26T14:06:23.230Z,36.2835,-97.5213,4.04,2.9,mb_lg,,25,0.206,0.22,us,us2000ac1w,2017-11-22T03:43:33.040Z,"20km W of Perry, Oklahoma",earthquake,1.3,6.2,0.057,80,reviewed,us,us
2017-08-26T12:53:10.140Z,36.4468,-98.7373,5,2.9,mb_lg,,68,0.031,0.56,us,us2000ac1q,2017-11-22T03:43:33.040Z,"30km NW of Fairview, Oklahoma",earthquake,1.8,2,0.061,71,reviewed,us,us
2017-08-26T10:18:55.320Z,36.6169,-98.3471,4.3,2.8,mb_lg,,94,0.216,0.12,us,us2000ac19,2017-11-22T03:43:33.040Z,"10km NW of Helena, Oklahoma",earthquake,1.1,1.6,0.065,61,reviewed,us,us
2017-08-26T05:26:47.570Z,35.7823,-98.5797,5,2.8,mb_lg,,80,0.162,0.2,us,us2000abzg,2017-11-22T03:43:33.040Z,"15km ENE of Thomas, Oklahoma",earthquake,1.4,1.6,0.093,30,reviewed,us,us
2017-08-26T04:31:34.570Z,35.0199,-97.7993,7.87,2.8,mb_lg,,52,0.3,0.67,us,us2000abzc,2017-11-22T03:43:33.040Z,"13km ESE of Chickasha, Oklahoma",earthquake,1.8,7.1,0.069,55,reviewed,us,us
2017-08-25T18:52:44.780Z,36.3583,-98.2003,5,3.2,mb_lg,,45,0.227,0.25,us,us2000abtp,2017-11-22T03:43:32.040Z,"21km SSE of Helena, Oklahoma",earthquake,0.7,1.8,0.056,84,reviewed,us,us
2017-08-25T18:48:31.000Z,35.782,-98.5707,5,2.5,mb_lg,,77,0.166,0.67,us,us2000abtm,2017-11-22T03:43:32.040Z,"15km WSW of Watonga, Oklahoma",earthquake,1.2,1.8,0.102,25,reviewed,us,us
2017-08-25T16:16:47.900Z,36.3621,-98.1982,7.176,3,ml,,49,,0.25,us,us2000abq1,2017-11-22T03:43:32.040Z,"21km SSE of Helena, Oklahoma",earthquake,1.2,2.5,,,reviewed,tul,tul
2017-08-25T11:50:01.800Z,36.9374,-97.885,5.368,3.1,ml,,43,,0.22,us,us2000abmj,2017-11-22T03:43:32.040Z,"19km NW of Medford, Oklahoma",earthquake,0.8,2.7,,,reviewed,tul,tul
2017-08-25T11:48:07.200Z,36.9373,-97.8865,5.736,2.9,ml,,37,,0.33,us,us2000abmi,2017-11-22T03:43:32.040Z,"19km NW of Medford, Oklahoma",earthquake,0.7,2.9,,,reviewed,tul,tul
2017-08-25T03:30:09.400Z,36.2212,-97.5652,4.444,2.7,ml,,23,,0.31,us,us2000abju,2017-11-22T03:43:31.040Z,"26km WSW of Perry, Oklahoma",earthquake,1,7.1,,,reviewed,tul,tul
2017-08-25T03:23:03.500Z,36.2195,-97.5694,6.63,2.6,ml,,33,,0.29,us,us2000abjr,2017-11-22T03:43:31.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.5,5.7,,,reviewed,tul,tul
2017-08-23T22:45:06.700Z,35.9808,-97.1979,7.199,3.2,ml,,31,,0.31,us,us2000ab5p,2017-11-22T03:43:30.040Z,"6km NE of Langston, Oklahoma",earthquake,1.8,5.6,,,reviewed,tul,tul
2017-08-23T21:47:30.200Z,35.8625,-96.6861,6.924,2.7,ml,,71,,0.3,us,us2000ab46,2017-11-22T03:43:30.040Z,"12km NNW of Stroud, Oklahoma",earthquake,1.4,6.4,,,reviewed,tul,tul
2017-08-23T18:03:54.500Z,35.677,-97.4139,5.725,3.6,ml,,18,,0.2,us,us2000ab1e,2017-11-22T03:43:30.040Z,"6km ENE of Edmond, Oklahoma",earthquake,0.9,6.7,,,reviewed,tul,tul
2017-08-23T08:00:20.100Z,36.4555,-98.775,6.289,2.5,ml,,50,,0.36,us,us2000aav8,2017-11-22T03:43:29.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.3,3.3,,,reviewed,tul,tul
2017-08-22T01:09:35.600Z,36.2337,-97.5453,7.92,2.6,ml,,24,,0.45,us,us2000aah7,2017-11-22T03:43:28.040Z,"23km WSW of Perry, Oklahoma",earthquake,0.8,7.3,,,reviewed,tul,tul
2017-08-21T20:32:48.910Z,37.25,-97.5655,4.74,2.9,ml,,117,0.022,0.36,us,us2000aad9,2017-11-22T03:43:27.040Z,"16km SSE of Conway Springs, Kansas",earthquake,1.3,3.8,0.135,17,reviewed,ismp,ismp
2017-08-21T12:26:54.000Z,36.3278,-96.9647,4.867,2.6,ml,,16,,0.36,us,us2000aa62,2017-11-22T03:43:27.040Z,"14km W of Pawnee, Oklahoma",earthquake,1.9,4.8,,,reviewed,tul,tul
2017-08-21T05:06:00.900Z,36.4283,-96.9293,5.299,2.5,ml,,46,,0.07,us,us2000aa2r,2017-11-22T03:43:26.040Z,"15km NW of Pawnee, Oklahoma",earthquake,1.3,3.1,,,reviewed,tul,tul
2017-08-20T23:07:23.360Z,37.2813,-97.6163,5.35,2.5,ml,,144,0.038,0.4,us,us2000aa0u,2017-11-22T03:43:26.040Z,"12km S of Conway Springs, Kansas",earthquake,1.3,2.8,0.15,17,reviewed,ismp,ismp
2017-08-20T18:49:55.400Z,35.8636,-96.6837,6.6,3.1,ml,,42,,0.25,us,us2000a9yw,2017-11-22T03:43:26.040Z,"12km N of Stroud, Oklahoma",earthquake,1.2,3.7,,,reviewed,tul,tul
2017-08-20T18:30:39.700Z,35.8627,-96.6837,5.974,2.8,ml,,42,,0.46,us,us2000a9yt,2017-11-22T03:43:26.040Z,"12km N of Stroud, Oklahoma",earthquake,1.6,3.2,,,reviewed,tul,tul
2017-08-20T09:44:03.200Z,36.454,-96.8827,4.425,2.5,ml,,47,,0.48,us,us2000a9x0,2017-11-22T03:43:25.040Z,"14km NNW of Pawnee, Oklahoma",earthquake,2.2,5.2,,,reviewed,tul,tul
2017-08-20T06:00:39.780Z,37.0292,-97.9003,5.57,2.5,ml,,74,0.082,0.25,us,us2000a9vn,2017-11-22T03:43:25.040Z,"18km SE of Anthony, Kansas",earthquake,1,2.9,0.174,17,reviewed,ismp,ismp
2017-08-19T21:21:23.700Z,35.4896,-97.1704,5.681,2.8,ml,,53,,0.24,us,us2000a9sl,2017-11-14T01:42:15.040Z,"0km W of Harrah, Oklahoma",earthquake,1.8,6,,,reviewed,tul,tul
2017-08-18T21:54:10.590Z,36.3336,-96.963,5.35,2.7,mb_lg,,25,0.015,0.27,us,us2000a9l5,2017-11-14T01:42:14.040Z,"14km W of Pawnee, Oklahoma",earthquake,1.8,6,0.066,60,reviewed,us,us
2017-08-18T14:07:52.040Z,35.9839,-97.2213,7.4,2.5,mb_lg,,28,0.094,0.46,us,us2000a9cz,2017-11-14T01:42:13.040Z,"5km NE of Langston, Oklahoma",earthquake,1.3,6,0.072,50,reviewed,us,us
2017-08-18T08:07:28.170Z,34.7201,-95.9223,7.35,2.5,mb_lg,,113,0.472,0.37,us,us2000a9av,2017-11-14T01:42:13.040Z,"27km SSW of McAlester, Oklahoma",earthquake,2.2,7.7,0.082,39,reviewed,us,us
2017-08-18T05:25:19.500Z,36.4428,-98.7937,6.197,2.8,ml,,69,,0.28,us,us2000a99y,2017-11-14T01:42:13.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.5,2.8,,,reviewed,tul,tul
2017-08-17T10:13:12.400Z,35.8663,-96.6794,6.289,2.6,ml,,41,,0.19,us,us2000a916,2017-11-14T01:42:11.040Z,"13km N of Stroud, Oklahoma",earthquake,1.3,5.8,,,reviewed,tul,tul
2017-08-17T03:52:32.000Z,36.1238,-97.8157,6.958,3.3,mwr,,26,,0.34,us,us2000a902,2017-11-14T01:42:11.040Z,"7km ENE of Hennessey, Oklahoma",earthquake,1.3,7.4,0.045,47,reviewed,tul,us
2017-08-15T20:38:44.780Z,34.9986,-97.8413,5,2.5,mb_lg,,73,0.373,0.93,us,us2000a8kn,2017-11-14T01:42:09.040Z,"9km NE of Ninnekah, Oklahoma",earthquake,1.3,1.9,0.071,52,reviewed,us,us
2017-08-15T17:13:16.110Z,36.9692,-99.3456,5,3.1,mb_lg,,167,0.47,0.48,us,us2000a8hi,2017-11-14T01:42:09.040Z,"29km ENE of Buffalo, Oklahoma",earthquake,1.7,1.9,0.053,94,reviewed,us,us
2017-08-15T17:05:10.710Z,36.9789,-99.3658,5,3.1,mb_lg,,128,0.489,0.84,us,us2000a8he,2017-11-14T01:42:09.040Z,"28km NE of Buffalo, Oklahoma",earthquake,1.9,1.9,0.053,92,reviewed,us,us
2017-08-15T12:27:14.350Z,37.3268,-97.7803,5.74,2.5,ml,,198,0.1,0.38,us,us2000a8d0,2017-11-14T01:42:08.040Z,"14km WSW of Conway Springs, Kansas",earthquake,1.1,3.4,0.12,16,reviewed,ismp,ismp
2017-08-14T08:05:37.600Z,36.1787,-97.5845,6.622,2.6,ml,,46,,0.17,us,us2000a7z6,2017-11-14T01:42:07.040Z,"25km N of Crescent, Oklahoma",earthquake,1.1,3.5,,,reviewed,tul,tul
2017-08-14T01:06:52.100Z,36.4583,-98.7745,6.239,3,ml,,49,,0.27,us,us2000a7vx,2017-11-14T01:42:06.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.3,7.7,,,reviewed,tul,tul
2017-08-13T03:22:45.060Z,35.9476,-97.7832,2.63,2.6,mb_lg,,29,0.166,0.21,us,us2000a7q6,2017-11-14T01:42:05.040Z,"16km NE of Kingfisher, Oklahoma",earthquake,1,7.4,0.06,72,reviewed,us,us
2017-08-12T15:41:50.390Z,35.8581,-96.6761,5,2.7,mb_lg,,97,0.121,0.22,us,us2000a7l6,2017-10-25T00:38:10.040Z,"12km N of Stroud, Oklahoma",earthquake,1.3,2,0.057,80,reviewed,us,us
2017-08-12T12:53:06.480Z,36.4498,-98.7093,7.32,2.7,mb_lg,,62,0.038,0.61,us,us2000a7kj,2017-10-25T00:38:09.040Z,"28km NW of Fairview, Oklahoma",earthquake,2,6.9,0.065,61,reviewed,us,us
