API,Lat,Lon,WellTy,TotDep,FormName,ITDepth,IBDepth,Vol_2017,Vol_2016,Vol_2015,Vol_2014,Vol_2013,Vol_2012,Vol_2011,Pres_2017,Pres_2016,Pres_2015,Pres_2014,Pres_2013,Pres_2012,Pres_2011,2DCm,2DNC,2R,2RIn,2RSI,Arb,Bart,Booch,Bromide,Burgess,Calvin,Chase,Cisco,Clev,Crom,Deese,Dutcher,Gilcrease,Healdton,Hoxbar,Hunton,Layton,Loco,Morrow,Penn,Permian,Pont,Prue,Red,Simp,Skinner,Tatums,Viola,Wil,n_wells5,n_wells10,vol_wells5_2017,vol_wells10_2017,vol_wells5_2016,vol_wells10_2016,vol_wells5_2015,vol_wells10_2015,vol_wells5_2014,vol_wells10_2014,vol_wells5_2013,vol_wells10_2013,vol_wells5_2012,vol_wells10_2012,vol_wells5_2011,vol_wells10_2011,n_eq3_20,n_eq4_50
3500300026,36.900324,-98.21826,2RIn,5012.0,CHEROKEE,4921.0,4938.0,17799.0,7876.0,5375.0,10165.0,14818.0,21606.0,6887.0,975.0,0.0,500.0,662.5,645.8333333333334,950.0,262.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,9307377.0,45710110.0,13583892.0,59120937.0,18018238.0,86459789.0,23423598.0,101760637.0,27860613.0,101012101.0,17835376.0,62702905.0,3698362.0,26741423.0,12,0
3500300163,36.896636,-98.17772,2RIn,5060.0,REDFORK,4984.0,4994.0,8188.0,9276.0,12401.0,12097.0,12114.0,11901.0,13609.0,200.0,183.33333333333334,200.0,200.0,200.0,220.83333333333334,220.83333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,27,7343865.0,32502952.0,10159951.0,41413396.0,14953606.0,54915862.0,17323523.0,67885169.0,16049753.0,78409091.0,9145585.0,52308640.0,42446.0,20376159.0,14,1
3500320145,36.504849,-98.43324,2DCm,6700.0,COTTAGE GROVE,5150.0,5590.0,0.0,0.0,20742.0,52241.0,58524.0,195526.0,95059.0,0.0,0.0,134.75,177.5,0.0,0.0,137.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,733146.0,743197.0,795894.0,808245.0,1010498.0,1019610.0,1585566.0,1595369.0,722907.0,738791.0,195526.0,216757.0,95059.0,108163.0,7,1
3500320929,36.96241,-98.519482,2DNC,6498.0,ARBUCKLE,6318.0,6324.0,0.0,0.0,1641.0,8358.0,12899.0,2043.0,4352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5474517.0,18823565.5,6509690.0,22558323.0,7138988.0,28408004.0,4705625.0,25358122.0,7545459.0,25957973.0,7406394.0,27452358.0,5698772.0,15683216.0,3,0
3500321074,36.888589,-98.31853,2RIn,5932.0,REDFORK,4958.0,4972.0,0.0,0.0,0.0,0.0,7414.0,5794.0,22481.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,37,25988847.0,51188795.0,33911340.0,69148710.0,52162588.0,102529867.0,57028816.0,101755448.0,41368541.0,84848686.0,11510719.0,39004193.0,357886.0,12057808.0,13,0
3500321081,36.890316,-98.18333,2RIn,5118.0,REDFORK,4986.0,4999.0,0.0,0.0,10767.0,10433.0,10449.0,10276.0,10925.0,0.0,0.0,250.0,250.0,250.0,300.0,287.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,25,12167947.0,31082503.0,16938215.0,39939355.0,23646501.0,53183609.0,26678856.0,66873299.0,27783999.0,73161351.0,13972147.0,45404004.0,42446.0,19751089.0,14,1
3500321107,36.892128,-98.19462,2RIn,4986.0,REDFORK,4930.0,4941.0,7879.0,8800.0,11729.0,11372.0,11399.0,11274.0,11025.0,250.0,229.16666666666666,250.0,250.0,250.0,250.0,250.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,31,11398541.0,37829855.0,15973685.0,48009387.0,22359121.0,69696311.0,27560838.0,83412543.0,27684704.0,82587676.0,13107983.0,52312656.0,642917.0,20445303.0,14,0
3500321242,36.591824,-98.46356,2RIn,6203.0,RED FORK,6057.0,6066.0,36500.0,36600.0,0.0,4128.0,4128.0,2748.0,2748.0,1500.0,1200.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,1201946.0,5974570.0,36600.0,4752891.0,0.0,12148362.0,8256.0,8812575.0,8256.0,8276361.0,6996.0,5624230.0,5496.0,1910309.0,14,1
3500321328,36.674104,-98.51565,2DNC,7322.0,PERMIAN,2560.0,2610.0,9158.7,33975.490000000005,45452.780000000006,92709.94,49270.0,28601.0,84312.0,650.0,650.0,650.0,650.0,660.0,162.5,620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,20,8849787.7,30760847.7,10472897.49,47270944.49,9128125.78,58533120.78,9825594.94,51342855.94,9059872.0,39496263.0,9018936.0,28929092.0,7224857.0,19759547.0,13,1
3500321342,36.857775,-98.32979,2DNC,5824.0,MISSISSIPPI LIME,5112.0,5126.0,0.0,0.0,0.0,11500.0,18706.0,27224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,21137668.0,51368575.0,28035311.0,64109849.0,43683744.0,93424913.0,42304722.0,92295808.0,21216483.0,67832838.0,2068193.0,20907666.0,667986.0,1721691.0,18,0
3500321404,36.59666,-98.48296,2RIn,6312.0,RED FORK,6015.0,6034.0,0.0,0.0,0.0,4128.0,4128.0,2748.0,2748.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,14,1201946.0,6004112.7,36600.0,4834114.49,0.0,12299467.78,8256.0,9052484.940000001,8256.0,8421262.0,5496.0,5892401.0,5496.0,1981517.0,14,1
3500321455,36.626608,-98.43679,2RIn,6262.0,RED FORK,5894.0,5912.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,197.91666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,13,1176169.0,9669168.7,1775734.0,9418202.49,10420609.0,16896493.78,6502755.0,11361266.940000001,7059778.0,8728514.0,5132863.0,5164212.0,1438907.0,1525967.0,13,1
3500321496,36.645656,-98.42664,2RIn,6000.0,RED FORK,5753.0,5779.0,2650.0,3844.0,0.0,200.0,0.0,1200.0,0.0,7.5,26.666666666666668,0.0,5.833333333333333,0.0,35.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,14,1139669.0,12041167.7,1739134.0,16508649.49,10420609.0,27737422.78,6498627.0,23883358.94,7055650.0,21564462.0,5130115.0,7372409.0,1436159.0,1525967.0,13,1
3500321537,36.835111,-98.36245,2DNC,5850.0,MISSISSIPPI,5207.0,5220.0,0.0,0.0,0.0,0.0,540.0,800.0,650.0,0.0,0.0,0.0,0.0,13.333333333333334,35.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,10981153.0,53191848.0,15233950.0,65972385.0,19523205.0,96656234.0,17327826.0,95045289.0,7736618.0,58697557.0,89473.0,10622410.0,18400.0,1483196.0,13,0
3500321553,36.825141,-98.29881,2RIn,5830.0,MISENER,5707.0,5742.0,369769.0,359572.0,472718.0,643354.0,493954.0,472245.0,394190.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,9787938.0,58958219.0,12673232.0,70447270.0,28403216.0,99592202.0,21583519.0,103490301.0,5080777.0,71584228.0,1303178.0,15661158.0,1363155.0,1483196.0,19,0
3500321561,36.82786,-98.29486,2RIn,5820.0,MISENER,5710.0,5733.0,350575.0,362341.0,194533.0,112891.0,160862.0,116255.0,153755.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,9787938.0,58958219.0,12673232.0,70447270.0,28403216.0,99592202.0,21583519.0,103490301.0,5080777.0,71584228.0,1303178.0,15661158.0,1363155.0,1483196.0,19,0
3500321647,36.871368,-98.35402,2RIn,5150.0,RED FORK,5038.0,5055.0,0.0,0.0,0.0,0.0,0.0,11422.0,17750.0,0.0,0.0,0.0,0.0,0.0,245.83333333333334,540.4166666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,33,18609215.0,49271418.0,25286052.0,62767277.0,32011252.0,93211989.0,32313716.0,100053225.0,19824945.0,70373031.0,1479381.0,23979012.0,50897.0,4116329.0,7,0
3500321748,36.901215,-98.446798,2DCm,6400.0,ARBUCKLE,5960.0,6400.0,15282.0,16483.0,37649.0,13861.0,34173.0,4000.0,1600.0,15.0,15.0,0.0,0.0,0.0,0.0,320.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6775894.0,33473179.0,7869357.0,41054068.0,10273077.0,52264461.0,12452890.0,49570079.0,9508179.0,41529456.0,5477380.0,16837293.0,1600.0,8219756.0,7,0
3500321802,36.802928,-98.28472,2RIn,5300.0,CHEROKEE,5140.0,5175.0,47431.0,108162.0,394796.0,525813.0,45211.0,149749.0,232066.0,85.0,90.83333333333333,100.0,100.0,33.333333333333336,1.6666666666666667,500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,15174588.0,51083400.0,17298745.0,60666116.0,24317962.0,87054881.0,10479498.0,87759652.0,3430693.0,57332615.0,1272250.0,15119020.0,1363155.0,1414052.0,21,0
3500321822,36.787367,-98.53594,2DCm,5700.0,TONKAWA,4558.0,4611.0,423581.0,403107.0,553076.0,430597.0,536419.0,700578.0,298451.0,300.0,300.0,300.0,0.0,275.0,300.0,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,8935389.0,37698916.0,11958295.0,55419616.0,15000519.0,68202871.0,5785867.0,68814597.0,5220064.0,49501837.0,4575949.0,11067462.0,298451.0,298451.0,8,1
3500321832,36.864566,-98.30107,2DNC,5700.0,COTTAGE GROVE,4440.0,4474.0,0.0,0.0,0.0,3810.0,5611.0,3704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,17106749.0,55913231.0,22490877.0,71188576.0,39479538.0,102887329.0,39201623.0,101372552.0,25471082.0,74456690.0,5331455.0,25117985.0,667336.0,4795048.0,13,0
3500321840,36.621781,-98.172853,2DNC,10487.0,1ST WILCOX,6500.0,8700.0,4512703.0,4431860.0,2994582.0,7349260.0,7717289.0,5010984.0,4057808.0,-14.333333333333334,2.8333333333333335,-14.25,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5948545.0,6645392.0,5743057.0,6575252.0,6387000.0,7873595.0,14363475.0,16636525.0,9071586.0,13591926.0,7573013.0,11845427.0,8229118.0,10418521.0,5,1
3500321848,36.592329,-98.13752,2DNC,10120.0,ARBUCKLE,7150.0,8749.0,0.0,0.0,373111.0,549690.0,1067722.0,2562029.0,4171310.0,0.0,0.0,-27.583333333333332,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4512703.0,8337827.0,4431860.0,9704021.0,3367693.0,14092123.0,7898950.0,23684905.0,8785011.0,18694872.0,7573013.0,10945435.0,8229118.0,11711175.0,5,1
3500321880,36.703106,-98.51959,2DNC,6950.0,HUNTON,6780.0,3546.1138550935175,2372087.0,1734910.0,0.0,0.0,0.0,0.0,0.0,682.5,168.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,5960029.7,30002082.7,8705904.49,44602770.49,9128125.78,55037012.78,9825594.94,58379507.94,9059872.0,47938544.0,9018936.0,30978582.0,7224857.0,20055250.0,11,1
3500321897,36.693246,-98.184626,2DNC,8125.0,ARBUCKLE,6725.0,8125.0,56314.0,46603.0,397557.0,680560.0,1576250.0,3008143.0,1800324.0,-12.166666666666666,-23.583333333333332,-24.916666666666668,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,56314.0,9785584.0,46603.0,10298088.0,397557.0,14881768.0,680560.0,23484358.0,1576250.0,12458460.0,3008143.0,8019127.0,1800324.0,5858132.0,8,1
3500321916,36.969509,-98.259103,2DNC,6735.0,ARBUCKLE,5715.0,6735.0,0.0,371434.0,490010.0,677983.0,159056.0,2306388.0,6025128.0,0.0,0.0,0.0,0.0,0.0,105.5,231.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,6274465.0,26551042.0,7529832.0,33321823.0,10558276.0,47558495.0,8691480.0,54305365.0,12992242.0,67944495.0,16714513.0,57180270.0,10201022.0,32199718.0,11,0
3500321931,36.638051,-98.451166,2DNC,10112.0,ARBUCKLE,7425.0,10112.0,707730.0,1128370.0,8400926.0,6362057.0,7055650.0,5127415.0,1436159.0,1284.8333333333333,1108.5,210.83333333333334,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2305115.0,7612618.7,1739134.0,5311612.49,10420609.0,10466061.78,6498627.0,6599592.94,7055650.0,7113176.0,5130115.0,5164212.0,1436159.0,1525967.0,13,1
3500321961,36.94258,-98.47106,2DNC,6993.0,ARBUCKLE GROUP,5800.0,6993.0,682505.0,1116307.0,1538150.0,1420841.0,2066289.0,2955214.0,3770266.0,13.25,41.916666666666664,25.25,56.583333333333336,134.0,172.66666666666666,14.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8008959.0,14824211.0,9505550.0,17782576.0,12423418.0,21347788.0,15601110.0,21920630.0,15076633.0,21842673.0,11830724.0,15399370.0,4772751.0,8202006.0,3,0
3500330089,36.537515,-98.38385,2DNC,7129.0,TONKAWA,5093.0,5260.0,10051.0,12351.0,9112.0,9803.0,15884.0,21231.0,13104.0,0.0,50.0,50.0,0.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,750505.0,6091526.0,815553.0,7273681.0,1006164.0,8336187.0,1550428.0,6982907.0,687563.0,3464901.0,28527.0,679353.0,20403.6,125168.6,12,1
3500335236,36.802482,-98.29937,2RIn,5230.0,RED FORK,5155.0,5170.0,32488.0,40239.0,239013.0,361239.0,164714.0,438933.0,474548.0,80.0,86.83333333333333,100.0,100.0,25.0,1.6666666666666667,964.1666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,32,15174588.0,56290847.0,17298745.0,68894821.0,24317962.0,96753856.0,10479498.0,87918615.0,3430693.0,56413000.0,1272250.0,14571246.0,1363155.0,1414052.0,19,0
3500335244,36.802476,-98.27683,2RIn,5219.0,PENN BASAL,5153.0,5168.0,12404.0,32644.0,162238.0,102255.0,22775.0,95068.0,108596.0,50.0,100.83333333333333,200.0,200.0,66.66666666666667,167.66666666666666,704.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,28,15174588.0,46974132.0,17298745.0,55182659.0,24317962.0,78342042.0,10479498.0,79066375.0,3430693.0,48693998.0,1272250.0,13721709.0,1363155.0,1373821.0,22,0
3500335338,36.88587,-98.31289,2RIn,5027.0,RED FORK,4966.0,4990.0,0.0,0.0,0.0,0.0,7847.0,315.0,10016.0,0.0,0.0,0.0,0.0,0.0,414.75,1491.6666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,41,25988847.0,56198631.0,33911340.0,75969798.0,52162588.0,111499733.0,57028816.0,115551873.0,41368541.0,94151054.0,11510719.0,42350306.0,357886.0,12766875.0,13,0
3500335345,36.893116,-98.29938,2RIn,4994.0,RED FORK,4948.0,4952.0,0.0,0.0,0.0,5.0,4030.0,312.0,69144.0,0.0,0.0,0.0,0.0,0.0,670.0833333333334,1137.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,40,18821685.0,56114187.0,24386834.0,76168987.0,40322771.0,111205425.0,46851697.0,115251921.0,37932289.0,94088809.0,11499297.0,43984218.0,340136.0,17987818.0,13,0
3500335499,36.555654,-98.33893,2DNC,6280.0,OSWEGO LOW,5925.0,5941.0,7308.0,7308.0,7296.0,7300.0,7296.0,7296.0,7299.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,17359.0,6055026.0,19659.0,7237081.0,16408.0,8315445.0,17103.0,6926538.0,23180.0,3402249.0,28527.0,481079.0,20403.6,27361.6,12,1
3500700493,36.988599,-100.664182,2DCm,7300.0,KANSAS CITY,4700.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,4131.0,0.0,0.0,0.0,0.0,0.0,0.0,483.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,247733.0,365064.0,255935.0,373952.0,219746.0,272186.0,215307.0,215307.0,220779.0,220779.0,172301.0,172301.0,157264.0,157264.0,0,0
3500700541,36.900535,-100.3938,2RIn,1720.0,CIMARRON,1571.0,1720.0,0.0,0.0,0.0,0.0,536366.0,21532.0,576882.0,0.0,0.0,0.0,0.0,507.8333333333333,501.75,529.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1310865.0,1310865.0,981592.0,981592.0,1771647.0,1771647.0,1503161.0,1503161.0,3310434.0,3310434.0,729763.0,729763.0,1380987.0,1380987.0,0,0
3500720222,36.3454,-100.5145,2DNC,7665.0,BROWN DOLOMITE,3080.0,4200.0,8409.0,211901.0,243436.0,163661.0,0.0,0.0,0.0,100.0,100.0,100.0,50.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8409.0,8409.0,211901.0,211901.0,243436.0,243436.0,163661.0,163661.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3500720493,36.55289644,-100.66434564,2DNC,6850.0,WOLFCAMPIAN,3400.0,6004.0,281921.0,244216.0,382755.0,484167.0,571732.0,267893.0,171199.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,718216.0,2031665.0,748714.0,976526.0,912697.0,2962049.0,1014579.0,4274914.0,1177532.0,5523812.0,1297776.0,5950372.0,672430.0,3055494.0,0,0
3500720654,36.507262,-100.9397,2RIn,7320.0,MORROW UP,7220.0,7257.0,211181.0,283409.0,235258.0,333689.0,50209.0,0.0,63421.0,934.1666666666666,980.25,1141.5833333333333,887.0833333333334,739.5833333333334,0.0,172.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,42,1409374.8,2219687.8,1826931.0,2580918.0,1755414.0,2688635.0,2063983.0,3885589.0,2837019.0,4187133.0,1535110.0,2472841.0,1727372.0,2439871.0,0,0
3500720687,36.501901,-100.9307,2RIn,7404.0,MORROW UP,7301.0,7342.0,62761.0,0.0,19769.0,55954.0,182054.0,140920.0,51716.0,683.6666666666666,0.0,141.25,492.4166666666667,848.0,782.0,339.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,44,1467062.8,2237870.8,1861045.0,2655739.0,1828052.0,2737776.0,2121727.0,3934555.0,2845909.0,4261302.0,1621681.0,2542088.0,1811270.0,2906132.0,0,0
3500720688,36.507555,-100.8822,2RIn,7500.0,MORROW UP,7394.0,7438.0,37192.0,9926.0,29130.0,20962.0,0.0,24256.0,0.0,1132.9166666666667,1424.75,542.5,372.8333333333333,0.0,962.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,45,1268531.8,2388436.8,1590903.0,2794107.0,1560055.0,2895206.0,1815779.0,4127925.0,2736249.0,4233717.0,1542619.0,2521390.0,1335852.0,2797917.0,0,0
3500720689,36.511871,-100.9318,2RIn,7403.0,MORROW UP,7272.0,7309.0,89333.0,51615.0,93233.0,84442.0,44248.0,35291.0,132934.0,1252.5833333333333,1401.75,673.9166666666666,461.5833333333333,503.8333333333333,306.9166666666667,769.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,45,1467062.8,2356298.8,1861045.0,2776950.0,1828052.0,2877976.0,2133238.0,4079723.0,2867920.0,4261302.0,1639233.0,2542088.0,1816804.0,2906132.0,0,0
3500720694,36.50658,-100.99759,2RIn,7560.0,MORROW UP,7392.0,7428.0,12443.0,50879.0,32184.0,21898.0,27585.0,20698.0,108215.0,1037.5833333333333,1428.5833333333333,476.4166666666667,363.4166666666667,642.4166666666666,283.5,1326.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,33,12729.0,1421817.8,80165.0,1877810.0,48362.0,1828033.0,50349.0,2103357.0,72734.0,2873494.0,43090.0,1574655.0,108215.0,1892981.0,0,0
3500720711,36.529165,-100.9172,2DNC,4340.0,WOLFCAMP,3133.0,4184.0,0.0,0.0,99669.0,0.0,42845.0,13048.0,17042.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,1467062.8,2400879.8,1911799.0,2844986.0,1845030.0,2927390.0,2234630.0,4149823.0,2951617.0,4261302.0,1854992.0,2542088.0,1999231.0,2906132.0,0,0
3500720753,36.99936,-100.42992,2DNC,4677.0,"COUNCIL GROVE,LANSING",2877.0,4518.0,0.0,0.0,0.0,0.0,34599.0,100.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,118626.0,1530752.0,154512.0,1268455.0,103172.0,2110987.0,95502.0,1962006.0,129175.0,3159069.0,124837.0,1369009.0,176837.0,995130.0,0,0
3500720758,36.940868,-100.4118,2DNC,4705.0,CHASE,2900.0,3100.0,691449.0,790677.0,903726.0,824237.0,2487732.0,380689.0,417530.0,648.75,600.0,598.3333333333334,620.8333333333334,790.1666666666666,570.0,900.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1310865.0,1546002.0,981592.0,1268455.0,1771647.0,2111037.0,1503161.0,2006783.0,3310434.0,3738246.0,729763.0,1415381.0,1380987.0,1621501.0,0,0
3500720921,36.808405,-100.4385,2DCm,6902.0,LANSING-KANSAS CITY,5538.0,5634.0,0.0,0.0,0.0,734.0,1335.0,24226.0,20874.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,110676.0,2196.0,79650.0,2190.0,72491.0,2924.0,129322.0,12285.0,157205.0,30211.0,59709.0,31344.0,31344.0,0,0
3500720995,36.900082,-100.3932,2DNC,4027.0,"CHASE,COUNCIL GROVE",2940.0,3970.0,15250.0,0.0,50.0,44777.0,42811.0,24840.0,49489.0,32.083333333333336,0.0,151.25,128.75,135.0,151.08333333333334,151.08333333333334,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1310865.0,1310865.0,981592.0,981592.0,1771647.0,1771647.0,1503161.0,1503161.0,3310434.0,3310434.0,729763.0,729763.0,1380987.0,1380987.0,0,0
3500721044,36.836686,-100.0059,2DCm,6870.0,BROWN DOLOMITE,2700.0,3900.0,105892.0,134318.0,298019.0,310406.0,274772.0,190735.0,367792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,105892.0,105892.0,134318.0,134318.0,298019.0,298019.0,310406.0,310406.0,274772.0,274772.0,190735.0,190735.0,367792.0,367792.0,0,0
3500721102,36.50462,-100.9363,2RIn,7400.0,MORROW UP,7253.0,7296.0,94760.0,63596.0,54277.0,75412.0,72959.0,52074.0,132592.0,1174.5833333333333,1341.9166666666667,500.8333333333333,754.0833333333334,573.8333333333334,357.4166666666667,805.1666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,42,1467062.8,2219687.8,1861045.0,2580918.0,1787617.0,2688635.0,2104251.0,3885589.0,2837019.0,4187133.0,1602834.0,2472841.0,1753876.0,2439871.0,0,0
